,Gene_name,C2_266,A3_154,T3_41,T3_46,C1_214,C3_111,T2_178,A1_51,C2_257,T1_141,A1_71,C2_258,T3_48,T3_33,A3_156,A2_19,T3_39,C2_247,T3_34,T3_32,T2_179,T2_180,T2_197,T1_134,C3_119,C2_262,A1_77,T3_42,A2_4,C3_110,T1_123,C3_87,C3_99,C3_104,T1_139,C2_249,T1_130,A3_157,A1_52,T2_187,C3_108,C2_243,C2_256,T2_193,T2_186,A2_13,C3_102,C3_84,C3_120,C1_210,T2_198,C3_116,T1_138,C2_241,A2_30,C3_112,T1_133,A1_74,A3_169,A3_166,C3_103,C2_251,T2_185,T1_124,C1_216,C1_236,A1_70,T1_127,C3_85,T1_131,A1_60,A3_155,C3_113,C1_208,A1_53,A2_21,C3_101,C3_86,T2_188,A1_66,C2_265,A2_29,T2_189,C2_239,T1_144,A3_176,C3_88,A1_54,T2_192,A3_149,C1_222,T1_145,A1_73,C3_107,A2_18,A2_25,A3_167,C2_261,A1_78,A3_153,A2_8,C1_205,C2_255,C1_234,C1_209,A1_59,A1_76,C1_231,A2_22,A2_6,C1_226,C2_238,C3_105,C1_218,A1_75,C1_206,A1_68,C3_117,T1_126,C1_201,T2_196,T2_194,A3_174,C1_229,A3_162,C1_224,C2_252,C1_203,A2_2,A1_55,A2_10,A1_67,C3_92,C1_207,A1_80,C2_240,C3_82,C1_228,A2_23,A2_12,T1_128,A2_26,T2_191,A1_69,C3_91,T1_143,A1_62,C1_230,C3_95,A1_61,C1_232,C2_254,T1_132,A3_158,C2_264,A3_151,A3_173,C2_268,C2_260,C1_202,T1_140,A3_175,A2_9,C2_242,T1_146,A1_56,A2_14,T1_136,T2_190,C1_211,C3_97,A1_58,A3_160,A2_24,A3_168,A3_150,C3_100,C3_118,A3_159,A2_5,C2_270,T2_199,T3_47,A1_63,A1_64,C1_235,A3_163,T2_183,C3_89,T3_31,C2_246,C3_122,T3_45,C2_263,C1_212,C3_96,A3_165,A3_161,A2_17,T1_137,A2_20,A2_3,C3_98,C3_90,T2_181,C1_220,C2_259,A2_7,C3_81,T3_44,T3_35,T3_43,A2_1,T3_36,A3_170,C1_227,T1_135,T2_184,C1_215,C1_219,C2_245,T2_200,C1_223,C2_248,C2_272,T2_182,C1_221,A1_57,C3_83,A2_15,A2_11,T1_142,A1_72,A3_171,T3_50,C2_271,T2_177,C2_269,C1_204,A2_16,T3_38,A3_164,C1_225,A3_147,A1_65,T3_40,C2_244,C3_93,C2_250,T3_37,C1_233,C3_94,A3_148,C3_121,C2_267,C3_109,C2_237,A2_28,T3_49,A2_27,A3_172,C3_106,C3_115,C1_217,C3_114,T2_195,A1_79,T1_129,C2_253,T1_125,A3_152,C1_213
11,UBA6,439.386,NA,1565.6,NA,NA,NA,NA,1312.57,592.042,NA,1096.08,390.978,NA,821.932,1765.43,851.938,NA,427.744,1405.9,1314.2,NA,NA,NA,NA,675.005,555.664,308.182,NA,1014.71,313.063,NA,573.511,NA,NA,NA,490.745,NA,911.166,393.282,NA,685.54,522.388,558.046,NA,NA,984.583,NA,469.819,NA,NA,715.93,NA,562.996,642.331,295.255,594.527,NA,NA,262.862,NA,1279.04,550.592,611.452,NA,NA,1094.15,1568.05,NA,569.757,322.1,722.238,NA,NA,NA,NA,NA,1421.4,1527.69,NA,NA,347.218,1102.47,NA,636.586,1076.92,502.941,655.143,592.888,1648.75,2025.77,459.47,523.214,NA,NA,351.395,302.064,766.309,NA,306.672,NA,NA,NA,NA,NA,NA,841.235,NA,945.702,1192.42,1006.71,730.272,965.163,929.868,NA,NA,NA,581.55,NA,NA,NA,NA,NA,492.355,538.759,564.1,NA,NA,144.951,1120.09,NA,1601.01,606.823,667.281,285.069,294.096,NA,633.558,273.001,1011.13,954.778,NA,569.326,NA,674.992,1089.31,NA,682.488,NA,NA,288.004,NA,NA,1113.99,409.933,1584.14,368.672,678.398,612.19,776.746,2711.89,1001.1,469.614,NA,NA,775.604,330.954,NA,457.475,809.764,782.979,NA,1229.7,NA,607.187,625.876,NA,514.724,NA,1103.79,565.554,385.176,NA,NA,NA,NA,319.788,1290.13,720.545,NA,924.917,440.219,NA,NA,602.496,350.516,233.229,3452.37,395.94,697.614,906.317,1063.77,1087.83,NA,NA,1144.27,503.201,356.096,783.512,NA,2832.66,NA,NA,729.105,1043.64,456.199,458.411,704.321,588.08,NA,296.71,554.95,NA,NA,660.82,1070.15,NA,293.224,NA,NA,1696.68,1400.13,1289.45,472.532,1262.1,NA,450.584,NA,612.654,NA,1258.18,802.298,NA,NA,NA,760.777,755.692,NA,659.758,274.903,1184.37,473.442,NA,NA,362.211,611.302,NA,386.937,1098.67,NA,945.112,NA,NA,653.275,592.83,NA,524.789,NA,NA,379.808,NA,NA,NA
12,ESYT2,NA,NA,NA,NA,NA,NA,NA,NA,71.505,NA,NA,206.747,NA,NA,NA,NA,NA,NA,NA,NA,427.234,NA,NA,NA,NA,239.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.062,NA,NA,345.966,NA,241.369,134.176,224.664,NA,NA,NA,NA,NA,NA,NA,NA,452.49,NA,NA,152.094,212.306,NA,NA,NA,NA,NA,151.212,134.747,NA,NA,208.649,NA,167.7,NA,NA,NA,NA,NA,120.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.485,NA,NA,NA,NA,NA,NA,NA,NA,1731.08,NA,190.532,NA,NA,NA,NA,NA,NA,NA,NA,280.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.45,NA,NA,NA,NA,NA,NA,282.001,NA,NA,NA,NA,NA,NA,212.986,NA,NA,NA,NA,208.952,NA,NA,NA,65.8824,175.321,NA,NA,NA,NA,NA,207.935,NA,236.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.199,188.027,161.686,NA,NA,NA,NA,NA,NA,NA,279.393,NA,441.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.665,NA,NA,NA,NA,NA,NA,NA,116.825,NA,140.445,113.208,NA,168.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.938,273.085,NA,NA,NA,NA,NA,1824.79,308.345,NA,NA,NA,NA,NA,NA,NA,NA,164.881,NA,NA,NA,NA,NA,NA,311.695,NA,NA,NA,NA,418.504,NA,NA,NA,NA,NA,NA,NA,NA,197.458,NA,763.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.539,NA,NA,NA
13,TMEM223,NA,NA,NA,NA,1283.77,973.435,NA,NA,1085.83,NA,NA,1210.03,NA,NA,NA,1163.87,NA,1150.45,NA,NA,NA,NA,NA,NA,NA,NA,598.996,NA,NA,NA,NA,NA,NA,NA,NA,1154.53,NA,NA,NA,NA,NA,1061.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047.71,1240.79,NA,NA,NA,NA,NA,528.709,NA,NA,NA,NA,NA,NA,NA,NA,1004.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1129.07,847.324,NA,NA,956.647,NA,NA,NA,1629.7,1503.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162.68,NA,NA,961.621,NA,NA,NA,1017.14,NA,NA,761.473,1155.07,NA,NA,1068.78,NA,NA,NA,1011.28,NA,1611.74,1426.26,NA,NA,913.517,NA,NA,1050.13,565.83,NA,1202.54,NA,NA,786.318,NA,NA,1040.48,NA,NA,NA,NA,NA,NA,NA,673.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121.92,943.533,NA,NA,NA,NA,NA,NA,1345.91,NA,1530.29,NA,NA,1431.82,NA,NA,1019.28,NA,1023.52,NA,NA,1327.01,1287.82,NA,NA,NA,NA,NA,1416.7,NA,NA,NA,NA,1068.17,NA,NA,NA,2200.47,NA,NA,NA,NA,NA,NA,NA,NA,1175.87,NA,745.172,NA,NA,1060.64,NA,NA,1130.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141.29,NA,NA,NA,1121.13,NA,NA,NA,NA,NA,1137.4,NA,NA,NA,NA,NA,930.405,NA,920.199,NA,1036.4,NA,NA,NA,NA,1445.75,NA,NA,NA,NA,859.809,NA,NA,906.755
14,ARHGAP10,402.227,NA,NA,NA,NA,NA,NA,NA,388.57,NA,619.868,NA,NA,NA,NA,NA,NA,289.916,NA,NA,NA,751.899,NA,NA,533.34,461.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.883,NA,656.263,NA,950.983,NA,535.88,528.448,NA,1154.92,NA,NA,NA,NA,NA,NA,NA,510.283,NA,455.987,446.461,NA,NA,NA,NA,NA,392.498,NA,353.704,NA,NA,NA,425.139,NA,627.061,NA,NA,NA,436.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.515,NA,623.642,NA,NA,NA,NA,NA,444.616,3045.05,NA,901.75,379.48,626.79,NA,226.853,NA,NA,416.445,387.12,NA,NA,243.874,NA,559.357,NA,426.041,543.273,NA,NA,371.234,NA,921.22,NA,NA,921.403,NA,425.927,NA,NA,NA,353.55,NA,NA,440.529,427.154,NA,NA,320.048,NA,685.373,884.739,NA,302.161,407.553,NA,NA,NA,NA,NA,573.344,NA,356.849,NA,458.012,NA,NA,NA,NA,NA,793.015,NA,657.16,382.488,327.959,NA,889.984,NA,747.866,281.759,605.874,NA,NA,NA,684.74,NA,NA,NA,NA,1171.45,NA,NA,NA,NA,NA,766.021,NA,367.256,NA,NA,NA,338.93,543.136,NA,NA,NA,NA,336.912,NA,NA,430.806,478.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.626,482.15,NA,NA,NA,NA,NA,NA,1317.54,NA,432.608,NA,1550.23,562.31,541.715,424.748,NA,NA,NA,NA,2759.76,286.506,NA,NA,NA,NA,320.681,889.254,NA,NA,616.712,NA,NA,452.287,NA,NA,NA,592.718,NA,427.71,NA,444.648,NA,372.511,NA,NA,NA,NA,NA,456.283,NA,427.088,NA,684.62,NA,NA,NA,NA,NA,NA,NA,731.839,NA,629.99,NA,NA,432.142
15,ILVBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.872,NA,NA,NA,NA,NA,NA,212.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NDUFAF8,244.127,NA,NA,163.735,209.34,702.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.062,NA,NA,NA,NA,NA,NA,500.824,334.928,159.773,NA,NA,448.016,NA,303.514,NA,264.889,NA,308.648,NA,NA,NA,NA,341.737,NA,259.552,NA,NA,NA,716.619,NA,305.931,341.487,NA,NA,373.05,NA,163.76,293.705,NA,NA,251.659,NA,NA,369.432,230.013,NA,NA,NA,NA,NA,NA,NA,236.832,NA,NA,219.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.691,NA,295.865,NA,NA,NA,NA,528.08,NA,NA,NA,174.716,NA,NA,NA,163.305,NA,368.726,NA,238.736,NA,NA,NA,311.168,NA,NA,NA,NA,NA,NA,275.459,NA,NA,290.952,NA,NA,NA,NA,NA,NA,370.057,NA,NA,NA,297.84,NA,NA,NA,466.214,348.124,NA,NA,NA,NA,197.921,NA,NA,NA,NA,NA,63.3267,NA,NA,NA,217.883,NA,NA,NA,NA,NA,NA,NA,27.4907,409.476,272.126,NA,NA,NA,NA,203.763,NA,NA,179.888,365.027,NA,NA,NA,NA,NA,NA,NA,460.558,NA,318.827,NA,NA,NA,496.221,NA,NA,NA,NA,114.632,NA,NA,131.672,NA,255.716,311.54,NA,345.406,211.071,280.593,NA,NA,NA,NA,NA,358.793,223.814,NA,NA,NA,340.935,NA,NA,NA,NA,NA,NA,NA,NA,198.207,NA,NA,NA,NA,432.963,NA,NA,588.886,NA,NA,217.254,NA,NA,NA,NA,NA,NA,NA,NA,422.591,NA,648.816,NA,NA,NA,NA,104.566,NA,NA,NA,310.93,548.725,582.769,NA,184.045,435.319,NA,NA,433.883,324.704,350.933,NA,NA,NA,NA,NA,581.013,NA,NA,NA,NA,NA,245.111,NA,NA,NA
17,FSD2,179.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.957,NA,NA,NA,NA,NA,NA,NA,173.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.082,NA,NA,NA,NA,180.768,NA,NA,NA,NA,372.814,NA,NA,NA,328.949,NA,NA,151.68,NA,NA,NA,NA,NA,NA,NA,NA,99.4731,NA,NA,150.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3436,NA,NA,NA,NA,NA,NA,NA,NA,215.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.815,NA,NA,NA,NA,NA,NA,173.607,NA,NA,NA,NA,NA,NA,213.284,NA,NA,NA,NA,119.164,NA,NA,NA,NA,243.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.489,NA,NA,NA,NA,NA,213.323,NA,NA,NA,NA,159.569,NA,NA,NA,NA,211.649,NA,NA,154.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.603,NA,NA,NA,NA,NA,NA,NA,NA,90.81,NA,NA,108.853,250.873,NA,NA,NA,NA,NA,NA,175.306,NA,NA,NA,NA,NA,NA,NA,NA,599.53,NA,NA,NA,NA,NA,NA,NA,NA,146.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7081,NA,173.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.624,NA,NA,101.493
18,FRMD3,246.969,NA,NA,NA,301.371,402.643,NA,NA,505.711,NA,NA,459.699,NA,NA,NA,NA,NA,394.516,NA,NA,NA,NA,NA,NA,NA,507.121,NA,NA,NA,492.868,NA,NA,NA,NA,NA,311.209,NA,NA,NA,NA,NA,340.235,304.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.167,347.561,NA,NA,402.298,NA,NA,316.347,588.992,344.937,NA,NA,NA,486.654,NA,NA,200.1,NA,NA,243.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.536,NA,354.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.573,NA,247.831,NA,NA,NA,NA,392.54,230.326,377.621,NA,NA,166.325,NA,NA,405.169,NA,NA,265.402,NA,NA,NA,143.259,NA,NA,583.497,562.433,NA,NA,191.584,NA,NA,NA,NA,NA,209.035,218.315,NA,158.249,179.688,96.4398,NA,193.644,NA,NA,141.255,NA,244.147,NA,NA,NA,191.751,NA,NA,NA,329.8,NA,255.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.202,381.35,NA,NA,423.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.319,NA,NA,288.587,NA,349.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.904,291.522,NA,347.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.961,132.398,NA,NA,294.885,NA,NA,NA,222.162,115.283,NA,NA,NA,NA,NA,NA,NA,245.441,NA,NA,327.468,NA,NA,NA,122.194,NA,NA,NA,369.51,488.018,NA,NA,131.99,111.905,NA,NA,343.973,379.033,280.356,253.571,440.426,NA,NA,NA,NA,388.708,NA,NA,NA,NA,401.678,NA,NA,242.691
19,VWA8,NA,NA,NA,NA,306.15,1040.19,NA,NA,961.471,NA,NA,992.383,NA,NA,NA,538.213,NA,654.378,NA,NA,NA,NA,NA,NA,NA,663.064,NA,NA,1481.82,1321.83,NA,NA,968.85,1081.76,NA,NA,NA,NA,NA,NA,870.239,523.313,NA,NA,NA,NA,983.265,NA,NA,NA,NA,NA,1314.92,NA,NA,NA,NA,NA,628.527,NA,NA,841.347,747.712,980.794,NA,NA,NA,820.85,NA,NA,NA,NA,NA,NA,463.229,NA,NA,NA,NA,NA,NA,NA,NA,1520.52,NA,483.311,NA,NA,NA,NA,753.75,212.685,NA,NA,NA,NA,NA,NA,747.174,NA,NA,NA,NA,1529.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.581,NA,NA,602.948,NA,NA,1063.74,448.805,NA,NA,672.803,509.411,NA,NA,535.291,NA,NA,NA,1076.34,361.024,496.625,869.389,NA,NA,500.459,NA,1826.03,NA,284.641,1257.48,NA,NA,NA,NA,616.114,NA,652.366,NA,NA,NA,311.805,NA,NA,849.326,428.886,NA,NA,689.945,NA,945.425,NA,NA,NA,1249.08,141.883,NA,849.71,NA,881.718,NA,NA,795.365,NA,NA,NA,NA,NA,962.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.515,NA,NA,635.406,563.177,626.381,NA,NA,NA,NA,NA,570.677,1148.98,NA,NA,592.033,642.297,1529.61,708.574,NA,NA,NA,914.154,NA,NA,591.12,NA,NA,246.621,282.155,1286.92,NA,750.541,787.756,NA,NA,496.405,573.412,NA,550.802,664.51,NA,NA,NA,NA,NA,NA,691.547,604.792,NA,NA,766.814,734.917,NA,NA,NA,814.388,380.601,NA,NA,NA,600.459,NA,NA,809.394,798.667,952.98,NA,NA,692.426,NA,NA,NA,NA,NA,NA,NA,NA,376.29,NA,NA,481.467
20,XIRP2,1262.73,3011.91,2245.44,5046.34,891.916,2439.05,NA,2956.27,1639.8,NA,3399.58,1617.62,3347.34,1761.1,3162.72,3083.92,2343.85,2757.46,2222.33,4935.17,NA,NA,NA,NA,NA,1330.66,3096.78,6955.84,3371.16,NA,NA,2414.62,NA,NA,3166.99,484.551,NA,3347.04,2684.02,NA,1330.14,999.029,1948.41,13559.8,NA,1713.17,NA,1289.08,NA,1503.57,3024.85,1412.84,1649.27,2863.01,1089.89,1213.02,NA,NA,963.59,2343,4235.99,1610.53,1038.64,2154.19,NA,3843.8,NA,1417.96,NA,3113.16,6274.7,NA,5499.28,2929.57,1759.77,3728.51,NA,1518.63,3180.61,NA,2806.56,NA,NA,634.82,1618.21,1137.64,NA,1874.56,3763.84,3323.83,1411.12,635.051,NA,NA,2106.35,1433.97,2341.52,NA,1573.8,NA,2844.69,3172.88,967.962,6507.65,3442.32,2562.19,1566.61,1809.09,NA,401.021,1576.41,16470.2,NA,1162.79,3879.31,3249.42,2125.69,NA,6728.12,4718.91,2300.98,NA,3618.91,1833.56,2481.15,2795.74,4581.35,2080.66,1536.92,1678.36,2387.71,1285.42,539.778,2412.39,2051.9,NA,1808,2005.33,1579.97,NA,1724.39,1263.81,1892.65,1534.82,3018.97,1826.88,2861.84,1864.74,2876.04,2264.59,5534.09,2871.04,3772.12,1519.75,NA,2000.1,NA,1456.2,NA,4861.05,1673.54,1338.26,NA,1298.04,2084.28,1223.94,866.05,1700.17,NA,2411.6,4574.24,3057.51,NA,2139,2321.6,NA,1681.37,NA,3498.87,NA,1846.31,NA,6503.93,3546.8,NA,1707.22,NA,NA,1919.31,3095.12,2798.99,2290.83,30745.5,1368.5,1394.69,1679.97,12417.3,NA,2074.71,NA,2539.59,NA,1781.98,NA,NA,1481.47,1760.39,1187.69,1935.22,9408.9,1964.84,2316.27,3576.96,1889.09,3317.65,1236.65,NA,3504.39,1985.88,1982.3,1674.96,4739.03,2072.16,539.909,NA,NA,2537.57,2460.23,NA,1496.65,1625.24,NA,5499.87,4243.4,5505.65,2382.67,NA,1985.65,2191.71,NA,2458.28,2887.25,2822.43,NA,4039.83,2874.21,1293.13,1041.28,1827.84,2804.85,2456.41,4293.06,5779.56,1289.3,1347.97,2018.49,1474.61,2543.32,19267.8,2242.02,5492.21,NA,NA,3124.86,1684.1,1414.33,1900.7,NA,1422.19,NA,1937.4,2321.79
21,POTEF,21740.5,277499,440342,117341,10328,14468.3,50964.2,5783.19,12219.4,139402,9136.16,8627.55,407.08,620.743,NA,3934.64,NA,8070.12,NA,NA,18797.7,116775,NA,6993.31,2639.52,9293.29,6298.99,374586,4666.42,4786.24,17716.1,5023.51,6003.9,1797.11,NA,8119.95,4312.83,2871.6,8413.76,NA,5640.33,6795.95,5698.19,NA,7759.34,2195.36,5042.2,8635.28,5562.29,6197.65,6918.4,16716.7,5826.51,19119.4,8475.38,6258.29,381676,NA,8777.68,NA,NA,5043.78,6200.23,9290.68,NA,NA,4745.42,7357.01,NA,5649.34,7651.36,NA,NA,8971.16,5127.68,NA,NA,3156.44,NA,NA,1660000,18970.6,NA,3705.78,25983.7,11498.5,NA,22707.6,24901.7,NA,7942.9,3270.94,6402.87,12110.5,10999.8,8702.47,2102.14,30127.7,11517,NA,10298.2,NA,15056.2,2755.56,5007.82,4935.86,8551.87,15923.6,8915.9,NA,6378.04,559.773,NA,5767.16,2135.09,NA,9694.43,10396.9,10949.4,NA,10510.1,NA,6884.25,4842.14,3694.83,6134.81,1850.56,6493.83,2727.03,105339,3527.26,1576.34,1740.65,7098.24,4734.84,NA,10670.5,8683.68,613.342,2067.01,4040.1,NA,2900,12668.7,6587.9,12194.2,13253.6,6281.8,NA,5584.83,3997.3,NA,NA,13175.6,NA,12518.1,1275.78,4040.35,3589.62,NA,2357.53,2677.82,5197.49,2980.92,3127.98,5633.29,110052,5176.13,4067.29,1380.25,NA,2583.58,2961.57,6171.72,7276.82,NA,32559.8,20448,16425.1,16553.1,9398.93,NA,2235.86,7020.81,4543.72,9327.82,14568.9,31618.3,8812.74,NA,7071.26,8886.76,2628.03,5684.58,6631.89,7081.35,64360.5,NA,2892.09,NA,7333.65,NA,8777.24,8379.58,9579.44,17215.9,6395.19,1682.74,10690.8,661.085,1760.31,NA,5151.22,4393.32,NA,5565.73,545.409,20873.3,18779.1,9420.6,1113.99,1326.42,NA,1765.39,NA,76335.2,9775.71,6580.71,5877.36,3920.33,2999.13,NA,7286.21,4495.11,NA,5102,3484.34,1141.11,9343.32,1200.85,NA,1882.64,13972.2,120212,8034.57,NA,7783.5,5999.26,11098.5,5334.87,15119.4,4299.24,2106.69,16969.7,5166.27,11697.2,8167.09,6009.09,4965.73,6559.6,1222.27,NA,6052.72,7438.37,3625.42,NA,6019.07,NA,7281.96,NA,NA,6612.04
22,VPS37C,775.355,NA,NA,NA,NA,1340.33,NA,NA,1113.11,NA,NA,NA,NA,NA,NA,NA,NA,869.241,1341.53,929.413,NA,NA,NA,NA,1676.27,NA,1449.84,NA,1018.54,1956.33,NA,1284.48,NA,NA,NA,1395.56,NA,1159.74,647.922,NA,NA,NA,NA,NA,NA,NA,NA,2019.98,1142.94,1207.62,720.629,622.087,NA,823.783,NA,791.483,1119.85,NA,943.438,NA,NA,1310.59,1803.17,NA,NA,657.545,NA,2490.46,1435.23,NA,904.828,NA,NA,NA,NA,NA,NA,1066.06,NA,NA,NA,NA,NA,723.666,996.54,1595.52,NA,NA,NA,NA,NA,942.794,NA,NA,540.153,NA,554.34,NA,NA,NA,NA,NA,1220.01,NA,NA,1463.64,NA,1619.28,NA,NA,1143.15,NA,800.359,734.271,NA,NA,NA,NA,NA,NA,371.58,NA,NA,NA,1126.72,NA,NA,983.73,687.143,NA,526.809,599.137,548.252,1567.8,NA,NA,NA,595.818,1047.15,938.069,NA,709.013,NA,NA,NA,NA,1031.78,NA,NA,NA,NA,1462.81,NA,683.952,630.239,NA,1009.34,1289.85,NA,NA,NA,NA,922.325,515.056,NA,NA,NA,NA,1014.24,1158.23,NA,NA,1419.06,845.132,1040.67,NA,NA,NA,1529.38,1053.56,689.714,NA,692.284,NA,NA,839.789,NA,NA,734.112,906.217,862.653,1412.51,NA,1120.19,820.65,NA,NA,NA,859.641,455.57,1235.69,1017.87,1209.14,NA,551.25,884.452,1115.69,NA,NA,1620.24,790.989,NA,1144.91,1831.82,NA,1054.57,708.407,NA,645.535,720.413,652.033,NA,530.084,513.709,NA,1274.39,772.135,NA,NA,430.453,1200.22,1545.7,NA,NA,1356.62,1071.78,NA,1185.36,NA,687.003,NA,NA,932.558,NA,975.617,940.888,1517.51,1226.25,1553.91,NA,868.292,NA,NA,1042,1954.91,1941.88,584.971,1072.7,1313.7,982.575,NA,NA,NA,NA,NA,833.939,NA,NA,479.18,NA,NA,498.25
23,CARNS1,679.028,3043.14,1372.34,NA,373.664,NA,643.512,NA,623.755,NA,NA,403.247,NA,634.959,NA,879.262,NA,436.271,768.258,NA,NA,NA,NA,NA,677.311,498.856,NA,NA,645.686,464.381,NA,640.137,652.712,NA,NA,445.378,NA,NA,598.906,NA,717.376,537.306,608.129,NA,NA,NA,NA,659.328,NA,491.03,NA,NA,NA,387.803,264.479,684.005,NA,NA,273.14,1176.42,1990.28,669.751,451.589,NA,NA,1366.38,833.897,593.054,204.898,276.352,NA,NA,NA,319.536,NA,NA,1559.99,157.571,NA,NA,NA,NA,NA,1069.84,NA,667.065,NA,NA,1760.8,1544.26,NA,1008.88,NA,NA,350.312,538.97,219.427,NA,258.788,NA,NA,1989.03,637.119,NA,NA,716.955,439.137,777.304,NA,542.352,1652.23,NA,NA,325.325,NA,1674.48,569.518,NA,NA,NA,NA,NA,349.661,312.514,582.224,NA,1171.69,288.044,323.663,1062.31,578.465,355.123,1084.09,411.27,440.053,NA,404.15,204.715,238.474,NA,NA,976.92,NA,563.942,NA,362.839,NA,341.309,NA,356.997,NA,NA,1975.95,NA,1796.17,690.206,766.116,294.423,NA,592.477,838.172,NA,NA,NA,NA,631.005,692.785,480.402,645.707,405.51,NA,921.421,727.463,NA,502.153,NA,403.349,NA,1102.43,NA,433.109,NA,NA,NA,812.102,215.48,1662.31,575.203,NA,2071.19,443.989,562.259,NA,615.111,391.832,473.935,NA,1956.44,NA,182.991,911.651,626.75,417.113,NA,NA,NA,675.009,NA,389.384,NA,975.995,1699.8,1884.09,1251.07,1723.81,330.36,NA,NA,211.656,370.575,813.713,NA,NA,882.306,1189.29,824.276,NA,NA,NA,366.265,855.09,NA,NA,2381.28,NA,757.328,NA,324.246,209.509,NA,NA,1536,NA,NA,NA,NA,928.166,831.55,218.928,1424.16,NA,716.145,NA,863.244,393.004,442.127,490.652,NA,416.602,533.696,NA,NA,1094.01,NA,NA,NA,398.06,NA,673.251,NA,NA,NA
