"","Genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","signifficant","names"
"449","TBCD",-1.22492155412072,12.1648803387553,-2.86990118578582,0.0171766065553044,0.0931110633084953,-3.15134502652119,0.00688551989613621,"Downregulated (π < 0.05)",""
"450","UTRN",-0.822663332863069,15.249900332574,-2.86788477491714,0.0172352151360545,0.0931110633084953,-3.15458654856685,0.0354131608370368,"Downregulated (π < 0.05)",""
"451","PI16",1.20454758335625,10.1290465503476,2.86777050613577,0.0172385425090851,0.0931110633084953,-3.15477024188306,0.00751243958098518,"Upregulated (π < 0.05)",""
"452","ENO1",0.647545467775064,16.0233220252401,2.86461269548843,0.0173307522118201,0.0932428316349948,-3.15984651797926,0.0723692709947947,"not signifficant",""
"453","MMUT",-0.639295141417863,11.5657938734432,-2.86431427348472,0.0173394920897589,0.0932428316349948,-3.16032623252756,0.0748556366422214,"not signifficant",""
"454","NMNAT3",-0.999054636832028,9.55744165811549,-2.86269876465131,0.01738688302453,0.0932917335853636,-3.16292314525302,0.0174536137934709,"Downregulated (π < 0.05)",""
"455","C1S",1.13766120564597,10.4025407119131,2.85934370525068,0.0174857232529594,0.0934805120141256,-3.16831623321741,0.0100177296297249,"Upregulated (π < 0.05)",""
"456","PPP1R2",-0.82461466113984,10.2611800064295,-2.85890075471321,0.0174988150568314,0.0934805120141256,-3.16902823998436,0.0355761678940528,"Downregulated (π < 0.05)",""
"457","RNF114",-0.812946739432535,10.4030688085076,-2.854482752409,0.017629937602365,0.0935799173891119,-3.17612963503331,0.0375228040941033,"Downregulated (π < 0.05)",""
"458","GSTT2",-0.989300384491753,7.37402527847152,-3.00831113709462,0.0176317771581216,0.0935799173891119,-3.00986429024896,0.0184102652557963,"Downregulated (π < 0.05)",""
"459","MAPK1",0.700681537473754,13.8045628030934,2.85439107022941,0.0176326691632194,0.0935799173891119,-3.17627699926799,0.0590510251263501,"not signifficant",""
"460","NAXE",-0.820306331338704,12.0209804366007,-2.85279556974674,0.0176802738652248,0.0935861463777439,-3.17884148357071,0.0365093516848954,"Downregulated (π < 0.05)",""
"461","TBCA",0.856298379709958,12.8580277693626,2.85177880540214,0.0177106787685304,0.0935861463777439,-3.18047572817061,0.0316203479994759,"Upregulated (π < 0.05)",""
"462","FXR1",-0.753050324496607,12.0838727847592,-2.84500821155377,0.0179144980520751,0.0942150524562445,-3.19135760565412,0.0483699001013037,"Downregulated (π < 0.05)",""
"463","APOC3",1.20114908622574,9.54289492109248,2.84393359513612,0.017947065494416,0.0942150524562445,-3.19308467593544,0.00799439909335266,"Upregulated (π < 0.05)",""
"464","TMEM258",0.684399019067664,9.38526312251947,2.90947924180475,0.0179551375873137,0.0942150524562445,-3.07931757792908,0.0638511148337267,"not signifficant",""
"465","CAPZA2",-1.11004944303304,13.0924544650028,-2.8427040933124,0.0179844004072881,0.0942150524562445,-3.19506064197259,0.0115570830965083,"Downregulated (π < 0.05)",""
"466","SNX5",0.723316541330526,8.79939838012031,2.90610406284814,0.0180523588516074,0.0943681248122653,-3.084424554097,0.0548178720152791,"not signifficant",""
"467","LGALS3BP",1.38207765637567,11.5090243958224,2.83716419834483,0.0181536014469589,0.094694160866792,-3.20396357184906,0.00392420224708118,"Upregulated (π < 0.05)",""
"468","BABAM1",-0.9404082948642,9.22404875151045,-2.83531465023463,0.0182104487267443,0.0947877202956176,-3.20693575658646,0.0231201744388274,"Downregulated (π < 0.05)",""
"469","AIMP2",-0.793405616263657,9.80011182681659,-2.83026243950868,0.0183666516789777,0.0953574238001919,-3.21505416497234,0.0419441737940209,"Downregulated (π < 0.05)",""
"470","TUBA3C",-0.975543337906979,12.0751260927206,-2.82818402641894,0.0184313042494881,0.0953574238001919,-3.21839380173257,0.0203223898047392,"Downregulated (π < 0.05)",""
"471","ATP5MJ",-0.919124318331658,10.7134944160591,-2.82799054849767,0.0184373344047169,0.0953574238001919,-3.21870468086598,0.0254660142905166,"Downregulated (π < 0.05)",""
"472","TACO1",-0.761902771992585,9.27811982859388,-2.88916780750942,0.0185484312083058,0.0957287678462562,-3.11005632294547,0.0479312155546554,"Downregulated (π < 0.05)",""
